Gene,n_en_student_p_value,en_c_student_p_value,n_en_permutation_p_value,en_c_permutation_p_value
HIST1H2AK,0.7874356340870645,0.3083026156709828,0.7867,0.3052
HIST1H1B,0.8646511562507637,0.06606489262422566,0.8651,0.0563
HIST1H2AM,0.9465693411834641,0.11412971450972517,0.9504,0.1082
ZNF165,0.2624688873182894,0.29851927735448475,0.3002,0.3302
ZSCAN16,0.05060855341163094,0.4426624421273242,0.0519,0.4379
TOB2P1,0.051641061279181034,0.9394676861863966,0.0541,0.9428
ZNF193,0.9103056737809323,0.6091108434679464,0.9079,0.6087
NKAPL,0.854483098453955,0.475529543813325,0.8522,0.4721
ZNF187,0.8309544950294966,0.032774750245041014,0.8268,0.0329
PGBD1,0.5958873179889024,0.08421656389564922,0.5881,0.0912
ZNF323,0.2609153811013332,0.2137432755019945,0.2595,0.2139
ZKSCAN3,0.5346580738795682,0.19619283376785826,0.5184,0.1865
ZSCAN12,0.18346756783727905,0.010547887245867514,0.1867,0.0102
SCAND3,0.40148600633997067,0.01731539980096023,0.3953,0.0165
TRIM27,0.16408221742309767,0.17553240508699222,0.1615,0.1791
ZNF311,0.14252383436944221,0.7486276592922108,0.1462,0.7453
UBD,0.00830924883438616,0.0029044165426710365,0.01,0.0009
GABBR1,0.12692198009146172,0.009439938194604985,0.1313,0.0081
ZFP57,0.42814431359877836,0.14904994010791972,0.436,0.1554
HLA-F,0.052795477450811625,0.025522828296374082,0.0584,0.0232
HLA-F-AS1,0.7678290909756393,0.03330859428042524,0.771,0.035
HLA-G,0.39886460624562525,0.27756623320066887,0.3971,0.2781
HLA-H,0.07199103496135814,0.02039042820859782,0.0721,0.0097
HLA-A,0.1348731016129025,0.012210470551590654,0.1309,0.0118
HLA-J,0.03446048889512533,0.8403698046519552,0.037,0.8385
ZNRD1,0.8115973796405058,0.32147555210001405,0.8122,0.3271
PPP1R11,0.2770817408254937,0.17084245867213574,0.2804,0.1755
RNF39,0.23154215358538172,0.17360721988560252,0.2302,0.1652
TRIM26,0.7590806275282722,0.40182180706505644,0.7643,0.4017
HLA-L,0.5320889416832977,0.12395946588602094,0.5324,0.1214
HCG18,0.1262666689217323,0.9528843221882403,0.1256,0.9561
TRIM39,0.28894410754560457,0.6383033038713797,0.2786,0.6275
RPP21,0.2383504007518568,0.047650573427131936,0.238,0.0444
HLA-E,0.01270512671422165,0.1817019018800728,0.012,0.185
GNL1,0.7399404954360733,0.2164016506143403,0.7472,0.223
PRR3,0.2794529768276897,0.295372404986717,0.2732,0.297
ABCF1,0.12789829711172992,0.09503312729455278,0.1286,0.0871
PPP1R10,0.0546212728937656,0.4240585560621877,0.0552,0.4241
MRPS18B,0.3187385994691577,0.5846235552737814,0.3393,0.5988
ATAT1,0.45490962349148667,0.5066325419192003,0.4503,0.5055
C6orf136,0.7921970554488007,0.09682180078339543,0.7865,0.0922
DHX16,0.05206788756223127,0.24509787812519165,0.0541,0.2498
KIAA1949,0.04202475774494365,0.001341158309390406,0.0433,0.0018
NRM,0.21913647962160984,0.04344317936000576,0.2202,0.0455
MDC1,0.7710355048362239,0.9534422864507504,0.7741,0.9588
TUBB,0.18887194513948213,0.13607570098488184,0.1876,0.1297
FLOT1,0.6154907635157433,0.343876801895027,0.621,0.3369
IER3,0.35553878088818214,0.19356160310574297,0.3609,0.1871
DDR1,0.9119235106032695,0.14084828054123366,0.9098,0.1402
GTF2H4,0.23105518444101267,0.8214038209907957,0.225,0.8177
VARS2,0.6264577896683747,0.43317096007302214,0.6345,0.4369
SFTA2,0.684349859945417,0.2670734591133518,0.6865,0.2777
C6orf15,0.41564621019331194,0.023306716331870495,0.4117,0.0234
PSORS1C1,0.22149504892738456,0.41456477338108255,0.2292,0.4258
CDSN,0.00984455826173771,0.5378530820072178,0.009,0.5258
PSORS1C2,0.0566260005624199,0.7827244767337641,0.0531,0.8009
CCHCR1,0.9247366581196093,0.38586653585263797,0.9271,0.3955
TCF19,0.0018471580391889555,0.0004991339743609789,0.0017,0.0002
PSORS1C3,0.8881909167647852,0.3420151735430038,0.8891,0.3585
HCG27,0.09912954132844849,0.4082021860752123,0.0939,0.4003
HLA-C,0.16739645206842338,0.003950578432204772,0.1634,0.0031
HLA-B,5.2419342005898205e-05,0.00038805903740570137,0.0002,0.0001
MICA,0.4901985344139195,0.7066748764203555,0.5002,0.7059
HCP5,0.3124923417440138,0.05743152359402564,0.32,0.0505
HCG26,0.03044352612547917,0.1039574350820068,0.024,0.0965
MICB,0.43064420815764326,0.026438232343545635,0.4426,0.011
MCCD1,0.5212930179900802,0.14323958316549498,0.527,0.1326
DDX39B,0.40239470494202056,0.17955917532643523,0.4091,0.1881
SNORD117,0.7885064221364945,0.09910929592306389,0.7939,0.0972
SNORD84,0.5376438905441288,0.43957198073009207,0.547,0.4431
ATP6V1G2,0.12393106994174184,0.22357389199322847,0.1219,0.2236
NFKBIL1,0.8181529080929445,0.16141135829598868,0.8109,0.1646
LTA,0.2051887804804428,0.002599926379007889,0.2,0.0009
TNF,0.16530112813500591,0.6758278661465836,0.1705,0.6854
LTB,0.27602343961420667,0.0024782780020726506,0.2814,0.0004
LST1,0.7606048045919409,0.0024652455776235007,0.7644,0.0023
NCR3,0.10520872509335252,0.0009074986544974275,0.1112,0.0005
AIF1,0.05305596917613518,0.004967198431107721,0.0529,0.0047
PRRC2A,0.2895796235826728,0.4473127847207179,0.3069,0.4559
BAG6,0.6472089444059064,0.760225186077877,0.6443,0.7575
APOM,0.40643088721627396,0.3354047836499018,0.4042,0.3387
C6orf47,0.2607541018822313,0.15804563504503777,0.2615,0.1684
GPANK1,0.04284858766291171,0.3386472146730978,0.0354,0.3444
CSNK2B,0.14524868101558888,0.05547181255987322,0.1465,0.0532
LY6G5B,0.4181700348464099,0.3571194382104921,0.4088,0.341
LY6G5C,0.4640384197746793,0.8308287235046363,0.4693,0.8329
ABHD16A,0.5339505186294307,0.440652398150429,0.5278,0.4517
LY6G6D,0.03242534732335167,0.7826563409937852,0.0299,0.8134
LY6G6C,0.8471306556511481,0.5710624447803916,0.8483,0.5748
DDAH2,0.33456563283608753,0.16155757744173918,0.3409,0.1647
CLIC1,0.6890078642338727,0.2729917437989065,0.6838,0.2748
MSH5,0.8559710458051976,0.2931353781397408,0.8564,0.2985
C6orf26,0.28870419484813464,0.8235522526018761,0.2848,0.823
VARS,0.7218651568834316,0.4291652756675788,0.7188,0.4476
LSM2,0.1195019177240702,0.18185510666788474,0.1141,0.1823
HSPA1L,0.9652104803369921,0.2718622951679994,0.9696,0.2661
HSPA1A,0.9205926579096781,0.2038358301707846,0.9166,0.2266
HSPA1B,0.6036352535611829,0.06090528584557741,0.6248,0.0493
C6orf48,0.930372512263038,0.02595820985710562,0.9331,0.027
SNORD52,0.8159473758669853,0.644687520220764,0.8222,0.6505
NEU1,0.8315403357720458,0.051759297877948265,0.8311,0.047
SLC44A4,0.13017510342286445,0.025965707070125764,0.1344,0.0237
EHMT2,0.9564818091723838,0.37439600434582665,0.958,0.3798
C2,0.11991602329987323,0.0001436089017661759,0.1215,0.0002
CFB,0.5885705150449703,0.0001043343033424968,0.5897,0.0001
RDBP,0.07384350319715723,0.10019297668397636,0.0722,0.1035
SKIV2L,0.03515375736989848,0.5130343286056587,0.0375,0.5134
DOM3Z,0.37669456825167036,0.8272161525265558,0.3865,0.8237
CYP21A1P,0.12427492024040973,0.01121592196655281,0.1233,0.0066
CYP21A2,0.1827244142070489,0.03186258453779869,0.1916,0.0251
TNXB,0.6383666905955117,0.0024440850362432375,0.6403,0.0007
ATF6B,0.41418890301722056,0.5054531671755121,0.4207,0.5159
FKBPL,0.1656869620883229,0.27615754505583506,0.1648,0.2714
PRRT1,0.236805427812165,0.007024044723228331,0.2371,0.0069
LOC100507547,0.5452575483191513,0.03527505994344732,0.5408,0.041
PPT2,0.9637799139209994,0.8412507901624022,0.9652,0.8442
EGFL8,0.4419328456927869,0.03463580627487412,0.4353,0.0343
AGPAT1,0.9315495841757397,0.383113328411405,0.9331,0.3784
RNF5,0.6320953674953678,0.4139366819379512,0.6282,0.4139
AGER,0.6270809886319536,0.4740845023330793,0.6281,0.4846
PBX2,0.2950495032589249,0.8054468685711462,0.2825,0.8057
GPSM3,0.3635333486769323,0.0012228572622483495,0.3632,0.0015
NOTCH4,0.5255888685588249,0.15819640188138703,0.5208,0.1673
HLA-DRA,0.911647852281376,0.062296132280610775,0.9136,0.0541
HLA-DRB5,0.18653293585037395,0.006806666266958284,0.1861,0.0056
HLA-DRB6,0.8690580845606473,0.0986646321152001,0.8676,0.089
HLA-DRB1,0.5136548546542563,0.0204935429835594,0.5169,0.0184
HLA-DQA1,0.3575373372168056,0.01775873251257495,0.3533,0.0149
HLA-DQB1,0.18675463483507004,0.00018298234442645325,0.184,0.0001
HLA-DQA2,0.7285544891415766,0.011716007894048515,0.7331,0.0101
HLA-DQB2,0.3923058229354419,0.001345117513662461,0.3917,0.0005
HLA-DOB,0.6166007122539343,0.4163019825533719,0.6228,0.4135
TAP2,0.7488260872796295,0.03409176582847354,0.7479,0.025
PSMB8,0.13152459798792906,0.0017883705711824321,0.1314,0.0019
LOC100507463,0.10225080054196074,0.00011455426362866094,0.1016,0.0002
TAP1,0.8005748461056807,0.045823631835328726,0.8021,0.0413
PSMB9,0.021833356747277783,0.00023918399291122456,0.0213,0.0002
LOC100294145,0.4676219916837595,0.7007579231873544,0.4823,0.7184
HLA-DMB,0.8119014786862411,0.06474054239568969,0.8172,0.0639
HLA-DMA,0.3364564900314293,0.000386315639280965,0.3467,0.0005
BRD2,0.10909007997998726,0.12901682578137028,0.1018,0.1242
HLA-DOA,0.597015308964548,0.008756268295286434,0.6035,0.0067
HLA-DPA1,0.9922948648306935,0.02372694708096261,0.9913,0.0214
HLA-DPB1,0.7951093406190568,0.09817751418054557,0.7895,0.0893
COL11A2,0.726206231893645,0.7130639004299008,0.7322,0.7176
RXRB,0.6869101558529795,0.07343274964665934,0.6879,0.0819
SLC39A7,0.796103738716951,0.030780227165166544,0.8005,0.0276
HSD17B8,0.7227897982428149,0.8919138084411131,0.7245,0.8901
RING1,0.22403457039204033,0.8038146460113476,0.2221,0.7968
VPS52,0.8787593923853092,0.41814197232451655,0.8796,0.4153
B3GALT4,0.9013300851807314,0.02595923636685389,0.904,0.0239
WDR46,0.48931884579480467,0.7799011662204053,0.4913,0.7828
PFDN6,0.1480673666803077,0.04474209035879389,0.1444,0.0436
RGL2,0.09071650269487443,0.6341590287668128,0.0899,0.6385
TAPBP,0.39564673478309864,0.0002450527803885419,0.3992,0.0004
ZBTB22,0.9241102339299669,0.9384539261327217,0.9264,0.9403
DAXX,0.37599836514279406,0.3178487653579349,0.371,0.3109
KIFC1,0.1541172964095417,0.11933522514705754,0.1541,0.1128
PHF1,0.7832862043202518,0.05187282879063626,0.7852,0.0574
CUTA,0.20895470470862174,0.1864499804785699,0.1998,0.1868
SYNGAP1,0.3597144784144807,0.2969259905539029,0.3502,0.2957
ZBTB9,0.1367829762904995,0.13018653203457534,0.135,0.1219
BAK1,0.5474169738554923,0.33983813296070864,0.5451,0.3298
ITPR3,0.7680883002453014,0.5823480750287724,0.7664,0.5779
C6orf125,0.5118690538451722,0.02315068572659877,0.5213,0.0207
LEMD2,0.5716923694569356,0.4963595947748469,0.57,0.5058
LOC100507584,0.4163083580317043,0.22376179908889354,0.4222,0.2124
GRM4,0.090102613690459,0.0022989838241106496,0.0931,0.0004
HMGA1,0.0021381237057374694,0.002512923869989588,0.0017,0.0013
C6orf1,0.23790740545022396,0.0037545412860742677,0.2351,0.0032
NUDT3,0.8401211551333987,0.02259468678105725,0.8386,0.0218
RPS10,0.38841123919620857,0.735925026174181,0.386,0.7385
PACSIN1,0.13968191675132327,0.0029148563026510557,0.1393,0.002
SPDEF,0.00997703693245715,0.8978478111138884,0.0096,0.8939
C6orf106,0.7833844200744198,0.10724840728449096,0.7797,0.1145
SNRPC,0.04160907311915945,0.00024865781987159526,0.0414,0.0003
UHRF1BP1,0.0347120610777749,0.5865755835161202,0.0322,0.5967
TAF11,0.7958357406993078,0.2826835436403545,0.7927,0.2811
ANKS1A,0.923264030654355,0.00012461820360385137,0.923,0.0003
TCP11,0.7325980263559534,0.17438623804474387,0.7345,0.1749
SCUBE3,0.03581099775419592,0.0012005107500784303,0.035,0.0008
ZNF76,0.7728816938839635,0.6374804669201097,0.7709,0.6387
DEF6,0.7095268222027594,0.18427646389001734,0.7123,0.1912
PPARD,0.2106586870655142,0.5173408628613672,0.2138,0.5125
FANCE,0.12485710940455068,0.14254298746484675,0.1197,0.1443
RPL10A,0.3191702518507182,0.1106770802788889,0.3249,0.1181
TEAD3,0.5198175499525939,0.08375071166705297,0.5249,0.0891
TULP1,0.939851742599875,0.04859281508934549,0.9379,0.05
FKBP5,0.5413950260007379,0.2554603405376743,0.5408,0.2709
C6orf81,0.35598382601054124,0.5315469362144158,0.3575,0.5404
C6orf126,0.0175543717730458,0.02233497988856766,0.0126,0.0174
C6orf127,0.002106682761549811,0.08223377737711329,0.0022,0.0785
SRPK1,0.4411210362451181,0.06013651193259309,0.442,0.0585
MAPK14,0.08978911623295571,0.380871776797022,0.0823,0.3818
MAPK13,0.00992889654112928,0.6293883525747864,0.0093,0.6194
BRPF3,0.672740899456622,0.649169571021653,0.6766,0.6509
ETV7,0.029016785362746503,0.00017684003991361028,0.0311,0.0002
KCTD20,0.6141412386722533,0.13830037876897316,0.6179,0.1359
STK38,0.1764272499394611,0.595470007509165,0.1774,0.5889
SRSF3,0.7347934128786757,0.3267502833892205,0.7231,0.3212
CDKN1A,0.13624841071769317,0.3471047870616034,0.1264,0.3479
CPNE5,0.23755997666536627,0.0044185566479096605,0.2312,0.0047
PPIL1,0.26060774905107026,0.7252641202072363,0.2607,0.7273
C6orf89,0.356977968587067,0.7173294394670796,0.353,0.7193
PI16,0.9102645989489356,5.4430116747712056e-05,0.9095,0.0002
MTCH1,0.599016106338154,0.4777973950158635,0.6053,0.4779
FGD2,0.27466802043562233,0.24283999236090045,0.2835,0.2424
PIM1,0.008573333584290441,0.058928454409039634,0.0056,0.0548
TMEM217,0.8892851684836548,0.2393587236510062,0.8911,0.2601
TBC1D22B,0.2985930353185515,0.9806670841130246,0.3069,0.9816
RNF8,0.9459724890122713,0.45919155624621244,0.947,0.4644
FTSJD2,0.8170007276335447,0.39169855520347974,0.816,0.3869
CCDC167,0.6217220595360393,3.3966500619080257e-06,0.6164,0.0001
MDGA1,0.6428564622721569,0.04017700377580537,0.6437,0.0391
ZFAND3,0.8351103054397511,0.04117390385428516,0.8318,0.0405
BTBD9,0.300749399393788,0.18814105036115558,0.3116,0.2013
GLO1,0.9561241095115475,0.6266676911151239,0.9554,0.6291
C6orf64,0.49328557560825637,0.8380334029789253,0.4967,0.8359
KCNK5,0.09713107552128998,0.8029578292330224,0.0987,0.8024
KCNK17,0.27073458596445243,0.006787352355234208,0.2695,0.0071
KIF6,0.6782454583550874,0.4410662116538082,0.674,0.4423
DAAM2,0.01982114257414412,0.03939920993574461,0.0198,0.038
MOCS1,0.4723497462401155,0.005540699037841986,0.476,0.005
LRFN2,0.03660909710399345,0.09316458143436293,0.0355,0.0922
UNC5CL,0.45716050051429014,0.31327782615416416,0.4595,0.3126
C6orf130,0.03681906492984386,0.1958234700344045,0.0356,0.1917
NFYA,0.842704891033324,0.8802000967640603,0.8469,0.8789
LOC221442,0.14452564639607735,0.0026723453155319443,0.1469,0.0023
TREM2,0.31182127062197507,0.7798202713899274,0.3215,0.7732
TREML2,0.3444128880232601,0.6540610665354226,0.3799,0.7205
TREM1,0.2439111441765802,0.00010363138081770907,0.2515,0.0002
FOXP4,0.2082222703335378,0.27899521132883337,0.2077,0.2848
MDFI,0.16150574626341999,0.2689944558006439,0.1622,0.2755
TFEB,0.6021563198903193,0.18256473552883104,0.6122,0.1822
PGC,0.015385535172655245,0.2966369394611164,0.0111,0.3098
FRS3,0.25387577686369134,0.33749623270334905,0.2528,0.3288
PRICKLE4,0.03076333039104878,0.3299859059562582,0.0306,0.3279
TOMM6,0.39747880573868777,0.7768266601897037,0.3898,0.776
MED20,0.4497226343448807,0.7335431334850343,0.441,0.7314
BYSL,0.08154612984796585,0.003089141708104434,0.0827,0.0018
CCND3,0.6797267506584936,0.6138038412450681,0.6825,0.6191
TAF8,0.4927553272180656,0.23404792100678767,0.4967,0.2423
C6orf132,0.23560535223199225,0.18940899357580762,0.2355,0.183
GUCA1B,0.15184262179868177,0.7689585545308334,0.1492,0.7701
MRPS10,0.6680113190785179,0.6797670220646346,0.69,0.6797
TRERF1,0.908064836891006,0.9710399311802201,0.9075,0.9695
UBR2,0.5508670669015673,0.11958525611438814,0.5497,0.1141
PRPH2,0.12383513034525631,0.5444839779089055,0.1238,0.5409
TBCC,0.14819615712331596,0.989374026271082,0.1455,0.9894
KIAA0240,0.7700815497285739,0.05435743216055944,0.7739,0.0557
C6orf226,0.9707684022677013,0.2127453210953246,0.9742,0.2008
PTCRA,0.3333485813953818,0.0010752218354434424,0.3328,0.0006
CNPY3,0.8600505684751679,0.04869479331793326,0.861,0.051
GNMT,0.02731148522744201,0.07946285456903061,0.0113,0.0683
PEX6,0.17842209023335168,0.5592247077040515,0.1693,0.5696
PPP2R5D,0.9018518188585528,0.34882476566925325,0.9001,0.3582
MEA1,0.48112671452603617,0.010130871062144055,0.4852,0.011
KLHDC3,0.7281431661273063,0.5958463931242912,0.73,0.6017
RRP36,0.6203460905897881,0.040871086996306406,0.6318,0.0265
CUL7,0.518213979153846,0.5577810231360647,0.5231,0.5726
MRPL2,0.7078392902875905,0.19056123160250854,0.7084,0.2052
KLC4,0.48762065488067186,0.3372247568900866,0.4903,0.3386
PTK7,0.7367816332384012,0.39863314308159414,0.7426,0.3936
SRF,0.018210019048448815,0.5176438690346006,0.0202,0.5064
CUL9,0.008234016289689722,0.10015925884766234,0.0082,0.1053
C6orf108,0.16976133375127836,0.06434848584411554,0.1694,0.0639
TTBK1,0.7701436932258071,0.7018827758995858,0.7749,0.6921
CRIP3,0.34695885223852685,0.5690247458897362,0.3583,0.5676
ZNF318,0.7962530983669293,0.7018295621700936,0.7923,0.7068
ABCC10,0.8534597315099702,0.9002915346346821,0.8491,0.899
DLK2,0.21438105446686828,0.00010648230580231091,0.2147,0.0002
TJAP1,0.934704517498486,0.2632738197147159,0.9288,0.2724
C6orf154,0.08327523900291499,0.0729825536456115,0.0828,0.0671
YIPF3,0.8269341165705046,0.32154056501524886,0.8326,0.3153
POLR1C,0.03875364576979302,0.49569690561942903,0.0336,0.4904
XPO5,0.5260979016587921,0.4664661204812127,0.5475,0.4808
POLH,0.1691209988241367,0.37603430195771104,0.1762,0.3823
GTPBP2,0.40441524130476547,0.013868695433582375,0.3974,0.0117
MAD2L1BP,0.0798723164614313,0.7968659840080904,0.0756,0.7995
RSPH9,0.6488683466353452,0.0008977440542715576,0.6495,0.0011
MRPS18A,0.4401138905909795,0.49201325493328874,0.4462,0.4986
VEGFA,0.04775401254288124,0.4774097726325106,0.0464,0.4811
C6orf223,0.04642188889869817,0.10986268608281348,0.0428,0.1225
MRPL14,0.23747868488610516,0.006002894804092739,0.2318,0.005
TMEM63B,0.588392428831165,0.026368940197125403,0.5826,0.0249
CAPN11,0.2552261774318806,1.485492999872708e-07,0.2563,0.0001
SLC29A1,0.9925105205549997,0.726720600345842,0.9896,0.7216
HSP90AB1,0.04848531738800372,0.09937956417261604,0.0462,0.0958
SLC35B2,0.7574693534569199,0.6851352152233625,0.7576,0.6826
NFKBIE,0.6393139906381635,0.0037587988631142427,0.646,0.004
TMEM151B,0.7387899283336088,0.2837730104790071,0.7344,0.2792
TCTE1,0.6565004333037439,0.2566187301337636,0.6556,0.265
AARS2,0.5961904934957065,0.8212900999718665,0.5997,0.8179
CDC5L,0.835585760254857,0.30148601426563265,0.8332,0.3059
SUPT3H,0.0031654005099645325,0.020225787629454466,0.0038,0.0186
RUNX2,0.21189465676300362,0.12271230569049375,0.2093,0.1188
CLIC5,0.3316091295392586,0.5635274195054053,0.3358,0.5664
ENPP4,0.25814423222550387,0.8306243756074297,0.264,0.8267
ENPP5,0.0029914202815330155,0.025762180865316307,0.0038,0.025
RCAN2,0.8637900058906132,0.7874206808073928,0.8618,0.7922
CYP39A1,0.9958450014645863,0.00034244484069591313,0.9937,0.0006
SLC25A27,0.1753595980094714,0.00010057246893583958,0.1761,0.0003
TDRD6,0.6035794688974663,0.011078781507642712,0.6016,0.0119
PLA2G7,0.07373529246618654,0.3937232886647847,0.0763,0.3925
GPR116,0.47018126836273577,0.07479514791881796,0.4653,0.0752
TNFRSF21,0.5336205940422043,0.012647155035233483,0.5302,0.015
CD2AP,0.1589137452179138,0.276289532891857,0.1591,0.2707
MUT,0.5148426410986779,0.2987268066457998,0.5154,0.2896
CENPQ,0.23240902568494962,0.18046527164324389,0.2318,0.1852
CRISP3,0.7584011944084428,0.4681237059502509,0.7953,0.4698
TFAP2B,7.367039806843218e-05,0.12965622484551212,0.0003,0.1189
PKHD1,0.08449729386406012,0.07978546634475867,0.0618,0.0488
MCM3,0.7771381693381059,0.7486525731267952,0.7822,0.7488
PAQR8,0.3693280053932292,0.715176287446967,0.3662,0.7134
EFHC1,0.3121506293727179,0.006316858044519342,0.314,0.0054
TRAM2,0.8476010030074906,0.9700430797737689,0.845,0.9677
LOC730101,0.5144923145835056,0.8590818267211543,0.5129,0.8589
TMEM14A,0.6726127770137185,0.9711846837814511,0.677,0.9723
GSTA1,0.03540561764080551,0.9493678498112367,0.0319,0.9968
GSTA4,0.6367903601199181,0.2203128754083403,0.6315,0.21
ICK,0.7688737550972542,0.14991530440284112,0.7699,0.1476
FBXO9,0.9210678694260228,0.01890448923312131,0.9191,0.0177
ELOVL5,0.3722247379720921,0.44054926572825115,0.3973,0.4537
GCLC,0.26727745917490536,0.3431763585442257,0.2687,0.341
KLHL31,0.20541017128248418,0.024859902284703243,0.2167,0.0253
LRRC1,0.05590782308763393,0.024973628164712262,0.0584,0.0231
FAM83B,0.004650553261803328,0.4704982257667015,0.0034,0.4666
HMGCLL1,0.01805024784053052,6.127250882230012e-05,0.0175,0.0002
COL21A1,0.17728051879489148,0.6248217860427143,0.1766,0.6283
DST,0.2123667868491467,0.0004567036534124959,0.2028,0.0005
BEND6,0.5346940172489165,0.9148288582136406,0.5341,0.9157
KIAA1586,0.7587563919335426,0.6979987583602009,0.7773,0.7015
ZNF451,0.4786295174833257,0.25680189339264453,0.4782,0.2575
BAG2,0.6766705764043055,0.4224741128577191,0.677,0.4284
RAB23,0.6748365278237372,0.5356721529222332,0.6858,0.5499
PRIM2,0.6134079055269661,0.38578718387250444,0.6245,0.4088
MTRNR2L9,0.5513401021505775,0.11780119115817834,0.5511,0.1248
PTP4A1,0.39939439708852476,0.31788444979122865,0.4124,0.3221
PHF3,0.8019598017630897,0.17366008406207542,0.7962,0.1657
LMBRD1,0.9785382859307827,0.045397249758132065,0.9764,0.045
COL9A1,0.7174988886092473,0.28577157789851815,0.7348,0.3089
FAM135A,0.41907191931742704,0.03313055607669146,0.4057,0.0362
C6orf57,0.0960025299501838,0.35567533703255827,0.0995,0.3554
SMAP1,0.9669351685414223,0.2986086862597043,0.9665,0.3027
B3GAT2,0.9341133255007893,0.6212891917465673,0.9367,0.6186
OGFRL1,0.5467961174912876,0.018123883398443154,0.551,0.0166
C6orf155,0.27719547438281605,0.20561817737346802,0.2791,0.2162
RIMS1,0.696107006933534,0.21900116325183022,0.6978,0.2134
C6orf147,0.9090052675606736,0.1202067513680396,0.9045,0.114
C6orf221,0.8348848519036793,0.0002502265955107288,0.837,0.0001
DDX43,0.9321379735878708,0.17455795842468422,0.9318,0.1785
MTO1,0.6702395750496697,0.44169992504278555,0.675,0.4492
EEF1A1,0.8021325043664769,0.022930430073103376,0.7993,0.0226
SLC17A5,0.3652824841953781,0.24617423904251867,0.3613,0.2488
CD109,0.8283919895560331,0.4734079945676889,0.8288,0.4768
COL12A1,0.9431807034310483,0.17763779386926334,0.9415,0.182
COX7A2,0.9875793539630897,0.5539069964187278,0.9881,0.5556
TMEM30A,0.40241679865431845,0.1339171629080626,0.4098,0.1411
LOC100506804,0.28047123095864246,0.5028504896161148,0.2972,0.534
FILIP1,0.46608824615117783,0.5280782617248319,0.4732,0.5407
SENP6,0.8744434701831882,0.03277937190525301,0.8758,0.0341
MYO6,0.05260064161665786,0.562530265267677,0.0557,0.5644
IRAK1BP1,0.696661068835152,0.011315720987917052,0.69,0.01
PHIP,0.5369616333345677,0.11722467968174359,0.5294,0.1196
HMGN3,0.9056395282582496,0.20729101194265478,0.9037,0.2096
LCA5,0.7767483798211562,0.006425423803643988,0.7706,0.0079
SH3BGRL2,0.9538423358569461,0.019442983432007045,0.9531,0.0192
ELOVL4,0.8857622941186579,0.3127905436094014,0.8858,0.3281
BCKDHB,0.5108163917908835,0.02480444024617392,0.5201,0.0248
FAM46A,0.4180067440717976,0.06942280254635705,0.4189,0.0716
IBTK,0.859013349306216,0.5347145035200221,0.8608,0.5346
TPBG,0.5489149334736083,0.2844091243712642,0.5481,0.2863
UBE2CBP,0.5190734525908727,0.7797948145967795,0.5225,0.7833
DOPEY1,0.9359994628957802,0.022893131475833987,0.9379,0.0261
PGM3,0.9992660775348456,0.9336823966642199,0.9988,0.9323
RWDD2A,0.4141007658615429,0.9573333363906444,0.4079,0.9583
ME1,0.8507267924670238,0.5834055075383253,0.8502,0.5889
CYB5R4,0.9874113347533391,0.7849170923888722,0.9868,0.7797
MRAP2,0.17780812946668412,0.051137154237479755,0.185,0.0543
KIAA1009,0.12142868995715103,0.01652484956551868,0.1238,0.0156
TBX18,0.7563440905001244,0.02022343546075456,0.757,0.021
NT5E,0.3662537781726991,0.4935250757154932,0.3634,0.4943
SNX14,0.444119440283431,0.05246035898302647,0.4414,0.0508
SYNCRIP,0.925746563805201,0.297274040242212,0.9261,0.2966
SNHG5,0.6234660559254037,0.24957461732405378,0.6194,0.2492
SNORD50A,0.49836752446833466,0.7840869749601718,0.491,0.786
ZNF292,0.8849516090834495,0.1818105507945951,0.8853,0.1776
C6orf162,0.8604017694152293,0.42405515791257453,0.8633,0.4395
C6orf164,0.8415921014150001,0.707664391070059,0.848,0.7075
SLC35A1,0.49805613082291456,0.10194769673705187,0.4953,0.1002
RARS2,0.4757574589373731,0.2787734416782546,0.4819,0.2853
ORC3,0.8625689744736372,0.20908493804676923,0.8631,0.2072
AKIRIN2,0.6987464727615439,0.23323255846789606,0.7003,0.2394
CNR1,0.989450330818374,0.6694917993358646,0.9893,0.6697
RNGTT,0.8252447856684123,0.9320508822455854,0.8304,0.9327
PNRC1,0.006499512072980075,0.21338232116141187,0.0051,0.2083
SRSF12,0.7217591301483914,0.12211985339932604,0.7283,0.1282
PM20D2,0.7480135490299984,0.006765209732046295,0.7534,0.0065
GABRR1,0.40600092927716713,0.00945679152287025,0.4243,0.006
UBE2J1,0.8080737667066228,0.6938763745425048,0.8097,0.7
RRAGD,0.34630169608428396,0.6830442500644671,0.3477,0.6934
ANKRD6,0.22379099591714188,0.8903707595311263,0.2311,0.8872
LYRM2,0.5994468609509419,0.1600142703460839,0.5961,0.1581
MDN1,0.7385043543207327,0.8595105142063619,0.7459,0.8629
CASP8AP2,0.7826589531310041,0.27580751266439696,0.7749,0.2784
BACH2,0.16133085636286115,0.14698387164691198,0.1631,0.1416
MAP3K7,0.403849862285131,0.197707221000555,0.4073,0.1951
EPHA7,0.6540084994540071,0.08970685910487242,0.6924,0.0734
MANEA,0.8496490499965799,0.0795040496338745,0.8509,0.0795
FUT9,0.5031512441213637,0.17965286902616606,0.6323,0.1914
KIAA0776,0.4881522523759376,0.19100298600179116,0.503,0.1909
